langage,nombre_de_mots,longueur_moyenne,longueur_maximale,longueur_minimale,diversite_binaire_0,diversite_binaire_1,entropie_binaire,distribution_des_longueurs 1,distribution_des_longueurs 2,distribution_des_longueurs 3,distribution_des_longueurs 4,distribution_des_longueurs 5,distribution_des_longueurs 6,distribution_des_longueurs 7,code
10001 011,2,4.0,5,3,0.5,0.5,1.0,0,0,1,0,1,0,0,True
011 1,2,2.0,3,1,0.25,0.75,0.8112781244591328,1,0,1,0,0,0,0,True
1100010 1010001,2,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,2,True
001 01010 1100 11 00 100,6,3.1666666666666665,5,2,0.5789473684210527,0.42105263157894735,0.9819407868640977,0,2,2,1,1,0,0,False
0001,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
010100 1,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
10 00100 0101,3,3.6666666666666665,5,2,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,1,0,1,1,0,0,True
001 1110 0 0110000 0111 1011100 1001101,7,4.714285714285714,7,1,0.48484848484848486,0.5151515151515151,0.9993375041688847,1,0,1,2,0,0,3,False
11100 101110 10 0 1101,5,3.6,6,1,0.3888888888888889,0.6111111111111112,0.964078764808229,1,1,0,1,1,1,0,False
1110 10 00001 000011 1,5,3.6,6,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,1,0,1,1,1,0,False
11111,1,5.0,5,5,0.0,1.0,-0.0,0,0,0,0,1,0,0,True
0001 0100001 1,3,4.0,7,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,0,0,1,0,0,1,True
10 1111 1 010,4,2.5,4,1,0.3,0.7,0.8812908992306927,1,1,1,1,0,0,0,False
011011 0000 10010 0110 00,5,4.2,6,2,0.6190476190476191,0.38095238095238093,0.9587118829771318,0,1,0,2,1,1,0,False
101100 000 01 0000,4,3.75,6,2,0.7333333333333333,0.26666666666666666,0.8366407419411672,0,1,1,1,0,1,0,False
00111 11 100 001101 01,5,3.6,6,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,2,1,0,1,1,0,True
1010 000100 0101000 01110 1 001111,6,4.833333333333333,7,1,0.5517241379310345,0.4482758620689655,0.9922666387194963,1,0,0,1,1,2,1,False
1 01001 011 0111,4,3.25,5,1,0.38461538461538464,0.6153846153846154,0.9612366047228759,1,0,1,1,1,0,0,False
10000 100 0000,3,4.0,5,3,0.8333333333333334,0.16666666666666666,0.6500224216483541,0,0,1,1,1,0,0,True
1111000 01,2,4.5,7,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,1,0,0,0,0,1,True
11 01101,2,3.5,5,2,0.2857142857142857,0.7142857142857143,0.863120568566631,0,1,0,0,1,0,0,True
1101101 011101,2,6.5,7,6,0.3076923076923077,0.6923076923076923,0.8904916402194913,0,0,0,0,0,1,1,True
11 000 1,3,2.0,3,1,0.5,0.5,1.0,1,1,1,0,0,0,0,False
11 00 0100 0011101,4,3.75,7,2,0.5333333333333333,0.4666666666666667,0.9967916319816366,0,2,0,1,0,0,1,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1110 001000 111 0010 01,5,3.8,6,2,0.5263157894736842,0.47368421052631576,0.9980008838722996,0,1,1,2,0,1,0,True
110 1,2,2.0,3,1,0.25,0.75,0.8112781244591328,1,0,1,0,0,0,0,True
10 010111 00,3,3.3333333333333335,6,2,0.5,0.5,1.0,0,2,0,0,0,1,0,True
111000 01011 11 1001111 001100 001011 01,7,4.857142857142857,7,2,0.4411764705882353,0.5588235294117647,0.9899927915575186,0,2,0,0,1,3,1,True
1011010 0,2,4.0,7,1,0.5,0.5,1.0,1,0,0,0,0,0,1,True
11111 0 0100100 00001 00 10011,6,4.166666666666667,7,1,0.56,0.44,0.9895875212220556,1,1,0,0,3,0,1,False
1000000,1,7.0,7,7,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,0,0,0,0,0,1,True
1111,1,4.0,4,4,0.0,1.0,-0.0,0,0,0,1,0,0,0,True
10100 0 1001 1100111,4,4.25,7,1,0.47058823529411764,0.5294117647058824,0.9975025463691153,1,0,0,1,1,0,1,True
001 111010 1011110 1101 100 11110,6,4.666666666666667,7,3,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,0,2,1,1,1,1,True
01001 010000 11111 111000 110101 0111,6,5.333333333333333,6,4,0.4375,0.5625,0.9886994082884974,0,0,0,1,2,3,0,True
00000 0 0111110 0110,4,4.25,7,1,0.5882352941176471,0.4117647058823529,0.9774178175281716,1,0,0,1,1,0,1,False
101110 1011 1 0011111,4,4.5,7,1,0.2777777777777778,0.7222222222222222,0.8524051786494786,1,0,0,1,0,1,1,False
110100,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
001 0011,2,3.5,4,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,0,True
011 1001 0111010 01,4,4.0,7,2,0.4375,0.5625,0.9886994082884974,0,1,1,1,0,0,1,True
11100 1,2,3.0,5,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,0,0,1,0,0,True
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
00010 011100,2,5.5,6,5,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,0,0,0,1,1,0,True
001 000001 10010 0010 1 000110,6,4.166666666666667,6,1,0.68,0.32,0.9043814577244937,1,0,1,1,1,2,0,False
01000 10001 010 1010,4,4.25,5,3,0.6470588235294118,0.35294117647058826,0.9366673818775626,0,0,1,1,2,0,0,True
10 01010,2,3.5,5,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,0,True
1110 11 010011 1 01,5,3.0,6,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,2,0,1,0,1,0,False
1111010 01,2,4.5,7,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,1,0,0,0,0,1,True
1000,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
1001110 1001001,2,7.0,7,7,0.5,0.5,1.0,0,0,0,0,0,0,2,True
1 100,2,2.0,3,1,0.5,0.5,1.0,1,0,1,0,0,0,0,True
10 0111111 10001,3,4.666666666666667,7,2,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,1,0,0,1,0,1,True
1 1110,2,2.5,4,1,0.2,0.8,0.7219280948873623,1,0,0,1,0,0,0,True
11 000 100000 1,4,3.0,6,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,1,0,0,1,0,False
00011 0,2,3.0,5,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,0,0,0,1,0,0,True
11001 1 0111 0000,4,3.5,5,1,0.5,0.5,1.0,1,0,0,2,1,0,0,True
110 011 0011000,3,4.333333333333333,7,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,0,0,2,0,0,0,1,True
10 00000 11,3,3.0,5,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,2,0,0,1,0,0,True
1000000 001 10 1111 0111 11 011001,7,4.0,7,2,0.4642857142857143,0.5357142857142857,0.996316519558962,0,2,1,2,0,1,1,False
01010,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
11001 111 110100 001001 01,5,4.4,6,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,1,1,0,1,2,0,True
11111,1,5.0,5,5,0.0,1.0,-0.0,0,0,0,0,1,0,0,True
0 1 0000,3,2.0,4,1,0.8333333333333334,0.16666666666666666,0.6500224216483541,2,0,0,1,0,0,0,False
01101 0010 00 1010101 01,5,4.0,7,2,0.55,0.45,0.9927744539878083,0,2,0,1,1,0,1,False
110 111 110010 1000 0101100 101000,6,4.833333333333333,7,3,0.5172413793103449,0.4827586206896552,0.9991421039919088,0,0,2,1,0,2,1,False
10111 010001 00 1 0010011,5,4.2,7,1,0.5238095238095238,0.47619047619047616,0.998363672593813,1,1,0,0,1,1,1,False
101101,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
0001011 10 1011 00 1111001,5,4.4,7,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,2,0,1,0,0,2,True
110 1010 10 1101101 1,5,3.4,7,1,0.35294117647058826,0.6470588235294118,0.9366673818775626,1,1,1,1,0,0,1,False
1011 11 00 0011 10001,5,3.4,5,2,0.47058823529411764,0.5294117647058824,0.9975025463691153,0,2,0,2,1,0,0,False
1011 111,2,3.5,4,3,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,1,1,0,0,0,True
100,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
0000001 10001,2,6.0,7,5,0.75,0.25,0.8112781244591328,0,0,0,0,1,0,1,True
111011 100100 0 00 100 1110010,6,4.166666666666667,7,1,0.52,0.48,0.9988455359952018,1,1,1,0,0,2,1,False
1011001 0 00 1101 011,5,3.4,7,1,0.47058823529411764,0.5294117647058824,0.9975025463691153,1,1,1,1,0,0,1,False
001 10 1001000 110010 01,5,4.0,7,2,0.6,0.4,0.9709505944546686,0,2,1,0,0,1,1,True
111010 1 010,3,3.3333333333333335,6,1,0.4,0.6,0.9709505944546686,1,0,1,0,0,1,0,False
0 0111100 010 001001 01,5,3.8,7,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,1,1,1,0,0,1,1,False
10000 1 0110,3,3.3333333333333335,5,1,0.6,0.4,0.9709505944546686,1,0,0,1,1,0,0,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
0010100,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
110111,1,6.0,6,6,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,0,0,0,0,1,0,True
0110001 001 01100,3,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,0,1,0,1,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
0 0101001 011101 011100,4,5.0,7,1,0.5,0.5,1.0,1,0,0,0,0,2,1,True
111111 00 101,3,3.6666666666666665,6,2,0.2727272727272727,0.7272727272727273,0.8453509366224364,0,1,1,0,0,1,0,True
0010111,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
0001 0110,2,4.0,4,4,0.625,0.375,0.954434002924965,0,0,0,2,0,0,0,True
0011100 010,2,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,0,0,0,1,True
000001 110101 00 000 01,5,3.8,6,2,0.6842105263157895,0.3157894736842105,0.8997437586982626,0,2,1,0,0,2,0,False
0111101 11000,2,6.0,7,5,0.4166666666666667,0.5833333333333334,0.9798687566511528,0,0,0,0,1,0,1,True
0011 1 010,3,2.6666666666666665,4,1,0.5,0.5,1.0,1,0,1,1,0,0,0,True
1011 0 00 1 01,5,2.0,4,1,0.5,0.5,1.0,2,2,0,1,0,0,0,False
1000110 1001,2,5.5,7,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,1,0,0,1,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
001 111,2,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,2,0,0,0,0,True
1111 01101 0100,3,4.333333333333333,5,4,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,0,0,2,1,0,0,True
10 01011,2,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,0,True
10 100 0111,3,3.0,4,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,1,1,1,0,0,0,True
1000000 101 1011010 101001 01000 0100 111101,7,5.428571428571429,7,3,0.5526315789473685,0.4473684210526316,0.9919924034538556,0,0,1,1,1,2,2,True
0010,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
111011 101 01101 11 1 010,6,3.3333333333333335,6,1,0.3,0.7,0.8812908992306927,1,1,2,0,1,1,0,False
0 010 0100 1 011 000000,6,3.0,6,1,0.7222222222222222,0.2777777777777778,0.8524051786494786,2,0,2,1,0,1,0,False
100 1 011,3,2.3333333333333335,3,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,2,0,0,0,0,True
1000101 01001,2,6.0,7,5,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,1,0,1,True
000,1,3.0,3,3,1.0,0.0,-0.0,0,0,1,0,0,0,0,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
01111 001 100,3,3.6666666666666665,5,3,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,2,0,1,0,0,True
10 1,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
000010 1010 11 00 10110,5,3.8,6,2,0.5789473684210527,0.42105263157894735,0.9819407868640977,0,2,0,1,1,1,0,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
011011 1001000 10 00 01110,5,4.4,7,2,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,2,0,0,1,1,1,True
011 00001,2,4.0,5,3,0.625,0.375,0.954434002924965,0,0,1,0,1,0,0,True
00011 101,2,4.0,5,3,0.5,0.5,1.0,0,0,1,0,1,0,0,True
00010,1,5.0,5,5,0.8,0.2,0.7219280948873623,0,0,0,0,1,0,0,True
101,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
1000 1110,2,4.0,4,4,0.5,0.5,1.0,0,0,0,2,0,0,0,True
100001 1000 001101,3,5.333333333333333,6,4,0.625,0.375,0.954434002924965,0,0,0,1,0,2,0,True
0 01,2,1.5,2,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,0,0,0,0,0,True
10000 11001 00,3,4.0,5,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,0,2,0,0,True
110 01010 0001 0010 0011 0001110 001011,7,4.714285714285714,7,3,0.5757575757575758,0.42424242424242425,0.9833761901392235,0,0,1,3,1,1,1,False
11 110,2,2.5,3,2,0.2,0.8,0.7219280948873623,0,1,1,0,0,0,0,True
111 000 1,3,2.3333333333333335,3,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,2,0,0,0,0,False
11100,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
10 0011 1000001 010010 010,5,4.4,7,2,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,1,1,1,0,1,1,False
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
01011 0010 0101010 101100 0100110,5,5.8,7,4,0.5517241379310345,0.4482758620689655,0.9922666387194963,0,0,0,1,1,1,2,True
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
0000010 0010,2,5.5,7,4,0.8181818181818182,0.18181818181818182,0.6840384356390417,0,0,0,1,0,0,1,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0000001 000111 0 1111,4,4.5,7,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,0,0,1,0,1,1,True
01110 1101 1010001,3,5.333333333333333,7,4,0.4375,0.5625,0.9886994082884974,0,0,0,1,1,0,1,True
000010 00110 111100 11 1101,5,4.6,6,2,0.4782608695652174,0.5217391304347826,0.9986359641585718,0,1,0,1,1,2,0,True
101,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
01011 10001 011,3,4.333333333333333,5,3,0.46153846153846156,0.5384615384615384,0.9957274520849255,0,0,1,0,2,0,0,True
0100111 11111 1 1001011,4,5.0,7,1,0.3,0.7,0.8812908992306927,1,0,0,0,1,0,2,False
0 10011,2,3.0,5,1,0.5,0.5,1.0,1,0,0,0,1,0,0,True
11 0100111 01011 10110,4,4.75,7,2,0.3684210526315789,0.631578947368421,0.9494520153879484,0,1,0,0,2,0,1,True
000000,1,6.0,6,6,1.0,0.0,-0.0,0,0,0,0,0,1,0,True
0001 0 001 101,4,2.75,4,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,2,1,0,0,0,False
100110,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
0010,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
111101 0010,2,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,0,1,0,True
10 101 0000100 001,4,3.75,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,2,0,0,0,1,True
10111 000 1 11,4,2.75,5,1,0.36363636363636365,0.6363636363636364,0.9456603046006401,1,1,1,0,1,0,0,False
100111 00100 101011 1,4,4.5,6,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,0,0,0,1,2,0,True
10 00 1,3,1.6666666666666667,2,1,0.6,0.4,0.9709505944546686,1,2,0,0,0,0,0,True
0 000 11011,3,3.0,5,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,0,1,0,1,0,0,False
110 010000 1 01010,4,3.75,6,1,0.6,0.4,0.9709505944546686,1,0,1,0,1,1,0,True
0000000 1,2,4.0,7,1,0.875,0.125,0.5435644431995964,1,0,0,0,0,0,1,True
10 111100 1101 10011 1,5,3.6,6,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,1,1,1,0,False
111111 1101100 0000 0000110 100011,5,6.0,7,4,0.5,0.5,1.0,0,0,0,1,0,2,2,True
111100,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
11 00000 0110,3,3.6666666666666665,5,2,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,1,0,1,1,0,0,True
111001,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
1001101 011,2,5.0,7,3,0.4,0.6,0.9709505944546686,0,0,1,0,0,0,1,True
110 0 1000101 0111101 100 1,6,3.6666666666666665,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,2,0,2,0,0,0,2,False
10010 001110,2,5.5,6,5,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,0,1,1,0,True
0011,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
0 011 0011100 01,4,3.25,7,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,1,1,0,0,0,1,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
0000 00010 0 010111 1,5,3.4,6,1,0.6470588235294118,0.35294117647058826,0.9366673818775626,2,0,0,1,1,1,0,False
010 01,2,2.5,3,2,0.6,0.4,0.9709505944546686,0,1,1,0,0,0,0,True
01000 1101001,2,6.0,7,5,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,1,0,1,True
000100,1,6.0,6,6,0.8333333333333334,0.16666666666666666,0.6500224216483541,0,0,0,0,0,1,0,True
01010 10010 10110 1001 011101 001001,6,5.166666666666667,6,4,0.5161290322580645,0.4838709677419355,0.9992492479956565,0,0,0,1,3,2,0,True
0000010 10000 11 01,4,4.0,7,2,0.6875,0.3125,0.8960382325345574,0,2,0,0,1,0,1,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
011001 101 1111 1,4,3.5,6,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,0,1,1,0,1,0,False
11 0011111,2,4.5,7,2,0.2222222222222222,0.7777777777777778,0.7642045065086203,0,1,0,0,0,0,1,True
10011,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
00 011,2,2.5,3,2,0.6,0.4,0.9709505944546686,0,1,1,0,0,0,0,True
10111 1001 11011,3,4.666666666666667,5,4,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,1,2,0,0,True
1011 110110 11 1100110 100 00101,6,4.5,7,2,0.4074074074074074,0.5925925925925926,0.9751190649408661,0,1,1,1,1,1,1,True
000 10110,2,4.0,5,3,0.625,0.375,0.954434002924965,0,0,1,0,1,0,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
11110 1 0101 011,4,3.25,5,1,0.3076923076923077,0.6923076923076923,0.8904916402194913,1,0,1,1,1,0,0,False
01101 1001100 1 000 1001 1011011 01,7,4.142857142857143,7,1,0.4827586206896552,0.5172413793103449,0.9991421039919088,1,1,1,1,1,0,2,False
11 00 011 10000,4,3.0,5,2,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,2,1,0,1,0,0,True
1000,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
110 000 1001 1,4,2.75,4,1,0.5454545454545454,0.45454545454545453,0.9940302114769565,1,0,2,1,0,0,0,True
00100 01010 10 11 01,5,3.2,5,2,0.5625,0.4375,0.9886994082884974,0,3,0,0,2,0,0,False
0 00 1 111001,4,2.5,6,1,0.5,0.5,1.0,2,1,0,0,0,1,0,False
1111110,1,7.0,7,7,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,0,0,0,0,1,True
0 110 01,3,2.0,3,1,0.5,0.5,1.0,1,1,1,0,0,0,0,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1110110,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
10001 0101,2,4.5,5,4,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,0,0,1,1,0,0,True
1101 1111111,2,5.5,7,4,0.09090909090909091,0.9090909090909091,0.4394969869215134,0,0,0,1,0,0,1,True
000 1001001,2,5.0,7,3,0.7,0.3,0.8812908992306927,0,0,1,0,0,0,1,True
00000 0100 1110,3,4.333333333333333,5,4,0.6923076923076923,0.3076923076923077,0.8904916402194913,0,0,0,2,1,0,0,True
10 110 11000,3,3.3333333333333335,5,2,0.5,0.5,1.0,0,1,1,0,1,0,0,True
10 00110 11,3,3.0,5,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,2,0,0,1,0,0,True
0 000010 1,3,2.6666666666666665,6,1,0.75,0.25,0.8112781244591328,2,0,0,0,0,1,0,False
101111 011110 0 1111110,4,5.0,7,1,0.25,0.75,0.8112781244591328,1,0,0,0,0,2,1,True
1011001 0 011,3,3.6666666666666665,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,0,1,0,0,0,1,True
01101 00010 11010 10011 0011101,5,5.4,7,5,0.48148148148148145,0.5185185185185185,0.9990102708804813,0,0,0,0,4,0,1,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
11 0001001 1 11011,4,3.75,7,1,0.4,0.6,0.9709505944546686,1,1,0,0,1,0,1,False
01100 01101 110101 0100001,4,5.75,7,5,0.5217391304347826,0.4782608695652174,0.9986359641585718,0,0,0,0,2,1,1,True
11 1 0010010,3,3.3333333333333335,7,1,0.5,0.5,1.0,1,1,0,0,0,0,1,False
0010110 0011,2,5.5,7,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,1,0,0,1,True
1001 1,2,2.5,4,1,0.4,0.6,0.9709505944546686,1,0,0,1,0,0,0,True
011011 01,2,4.0,6,2,0.375,0.625,0.954434002924965,0,1,0,0,0,1,0,True
10100 1111 0011,3,4.333333333333333,5,4,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,0,0,2,1,0,0,True
000111 100 1,3,3.3333333333333335,6,1,0.5,0.5,1.0,1,0,1,0,0,1,0,True
100100 110001 10 0010000 1 1011010,6,4.833333333333333,7,1,0.5862068965517241,0.41379310344827586,0.9784493292686189,1,1,0,0,0,2,2,False
11000,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
11110 0011011,2,6.0,7,5,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,1,0,1,True
1 001 011101,3,3.3333333333333335,6,1,0.4,0.6,0.9709505944546686,1,0,1,0,0,1,0,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
101101 110 001 11 1001101 001100,6,4.5,7,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,1,2,0,0,2,1,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1111 11111,2,4.5,5,4,0.0,1.0,-0.0,0,0,0,1,1,0,0,False
111110 100111,2,6.0,6,6,0.25,0.75,0.8112781244591328,0,0,0,0,0,2,0,True
0010 1100101,2,5.5,7,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,1,0,0,1,True
11 0,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
00010 0 00 001001 01,5,3.2,6,1,0.75,0.25,0.8112781244591328,1,2,0,0,1,1,0,False
0010011 001 111010,3,5.333333333333333,7,3,0.5,0.5,1.0,0,0,1,0,0,1,1,True
1100 1011100 1100110 1 001111 1011000,6,5.333333333333333,7,1,0.4375,0.5625,0.9886994082884974,1,0,0,1,0,1,3,False
0001 0010 0100 1,4,3.25,4,1,0.6923076923076923,0.3076923076923077,0.8904916402194913,1,0,0,3,0,0,0,True
0100101 10,2,4.5,7,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,0,0,0,1,True
111000 1000,2,5.0,6,4,0.6,0.4,0.9709505944546686,0,0,0,1,0,1,0,True
11111 0110100 10 01110 010,5,4.4,7,2,0.4090909090909091,0.5909090909090909,0.9760206482366149,0,1,1,0,2,0,1,True
110 001 10 0 111 1101,6,2.6666666666666665,4,1,0.375,0.625,0.954434002924965,1,1,3,1,0,0,0,False
01110 1110 011100,3,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,1,1,0,False
0110001,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
1 0111110,2,4.0,7,1,0.25,0.75,0.8112781244591328,1,0,0,0,0,0,1,True
010001,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
1001100 00 1111 1,4,3.5,7,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,1,0,1,0,0,1,False
1010100 0000 0110 011 10001 1100111,6,5.0,7,3,0.5333333333333333,0.4666666666666667,0.9967916319816366,0,0,1,2,1,0,2,True
1 1100111 0000,3,4.0,7,1,0.5,0.5,1.0,1,0,0,1,0,0,1,True
0101101 10 11 00 110100,5,3.8,7,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,3,0,0,0,1,1,True
11000 0 00001 100 0100111,5,4.2,7,1,0.6190476190476191,0.38095238095238093,0.9587118829771318,1,0,1,0,2,0,1,False
0 101 1 1110,4,2.25,4,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2,0,1,1,0,0,0,False
01001,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
001000 110 01010,3,4.666666666666667,6,3,0.6428571428571429,0.35714285714285715,0.9402859586706311,0,0,1,0,1,1,0,True
1100 001111,2,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,0,1,0,True
00010 110,2,4.0,5,3,0.625,0.375,0.954434002924965,0,0,1,0,1,0,0,True
10001 110000 000101,3,5.666666666666667,6,5,0.6470588235294118,0.35294117647058826,0.9366673818775626,0,0,0,0,1,2,0,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
110 001 1011 1100 01110 1,6,3.3333333333333335,5,1,0.4,0.6,0.9709505944546686,1,0,2,2,1,0,0,False
