langage,nombre_de_mots,longueur_moyenne,longueur_maximale,longueur_minimale,diversite_binaire_0,diversite_binaire_1,entropie_binaire,distribution_des_longueurs 1,distribution_des_longueurs 2,distribution_des_longueurs 3,distribution_des_longueurs 4,distribution_des_longueurs 5,distribution_des_longueurs 6,distribution_des_longueurs 7,code
000011 000 0000011,3,5.333333333333333,7,3,0.75,0.25,0.8112781244591328,0,0,1,0,0,1,1,True
1 100111 10000 011 0,5,3.2,6,1,0.5,0.5,1.0,2,0,1,0,1,1,0,False
11 1 11000 0,4,2.25,5,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,2,1,0,0,1,0,0,False
0000011,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
1111 001 1 111011 100001,5,4.0,6,1,0.35,0.65,0.934068055375491,1,0,1,1,0,2,0,False
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
10010 01110 1000 100,4,4.25,5,3,0.5882352941176471,0.4117647058823529,0.9774178175281716,0,0,1,1,2,0,0,True
011 1 100110 11100,4,3.75,6,1,0.4,0.6,0.9709505944546686,1,0,1,0,1,1,0,False
010 1001 0 11111,4,3.25,5,1,0.38461538461538464,0.6153846153846154,0.9612366047228759,1,0,1,1,1,0,0,False
1100100 0 00011 1110010 1110 1001 00,7,4.285714285714286,7,1,0.5333333333333333,0.4666666666666667,0.9967916319816366,1,1,0,2,1,0,2,False
00001,1,5.0,5,5,0.8,0.2,0.7219280948873623,0,0,0,0,1,0,0,True
11111,1,5.0,5,5,0.0,1.0,-0.0,0,0,0,0,1,0,0,True
000 0000000 1010 010011 000011,5,5.2,7,3,0.7307692307692307,0.2692307692307692,0.8403586716091171,0,0,1,1,0,2,1,False
1011 10111,2,4.5,5,4,0.2222222222222222,0.7777777777777778,0.7642045065086203,0,0,0,1,1,0,0,True
1100,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
010111,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
0111 0101 0001110,3,5.0,7,4,0.4666666666666667,0.5333333333333333,0.9967916319816366,0,0,0,2,0,0,1,True
0101 0000,2,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,2,0,0,0,True
11 1 0001 0100011 01011 0110111 0000,7,4.285714285714286,7,1,0.5,0.5,1.0,1,1,0,2,1,0,2,False
00101,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
1 0,2,1.0,1,1,0.5,0.5,1.0,2,0,0,0,0,0,0,True
0111,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
1101 000101 000 01101 0,5,3.8,6,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,1,0,1,1,1,1,0,False
1 0111 0101101,3,4.0,7,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,0,1,0,0,1,True
0 011011 00,3,3.0,6,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,1,0,0,0,1,0,False
0 1000 10011 1011100 0100 0101000 00,7,4.285714285714286,7,1,0.6333333333333333,0.36666666666666664,0.9480782435939055,1,1,0,2,1,0,2,False
011010 01001,2,5.5,6,5,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,0,1,1,0,True
01 11,2,2.0,2,2,0.25,0.75,0.8112781244591328,0,2,0,0,0,0,0,True
0001100,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
010 1111101 1010100,3,5.666666666666667,7,3,0.4117647058823529,0.5882352941176471,0.9774178175281716,0,0,1,0,0,0,2,True
10 0010100 10011 1101001 100100,5,5.4,7,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,0,1,1,2,True
1 100100 101 000 010 01 00,7,2.857142857142857,6,1,0.65,0.35,0.934068055375491,1,2,3,0,0,1,0,False
010,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
01 1 0000 0,4,2.0,4,1,0.75,0.25,0.8112781244591328,2,1,0,1,0,0,0,False
11 1 111011 101000 101100 0000,6,4.166666666666667,6,1,0.48,0.52,0.9988455359952018,1,1,0,1,0,3,0,False
001 0 1110 100,4,2.75,4,1,0.5454545454545454,0.45454545454545453,0.9940302114769565,1,0,2,1,0,0,0,False
1011 001110,2,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,0,1,0,True
0 0101001 0010 0101110,4,4.75,7,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,1,0,0,1,0,0,2,True
01 0,2,1.5,2,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,0,0,0,0,0,True
101010 10101,2,5.5,6,5,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,0,1,1,0,True
1 101000,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
1 01011 101111 110 00,5,3.4,6,1,0.35294117647058826,0.6470588235294118,0.9366673818775626,1,1,1,0,1,1,0,False
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
011 01 101 0010,4,3.0,4,2,0.5,0.5,1.0,0,1,2,1,0,0,0,False
0011110 110 001000 100111,4,5.5,7,3,0.5,0.5,1.0,0,0,1,0,0,2,1,True
1011 10101,2,4.5,5,4,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,1,1,0,0,True
00100 0,2,3.0,5,1,0.8333333333333334,0.16666666666666666,0.6500224216483541,1,0,0,0,1,0,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
01100,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1001111,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
111 10 1010 0,4,2.5,4,1,0.4,0.6,0.9709505944546686,1,1,1,1,0,0,0,False
000100 0110011 000001 11100 01,5,5.2,7,2,0.6153846153846154,0.38461538461538464,0.9612366047228759,0,1,0,0,1,2,1,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
1010 000110,2,5.0,6,4,0.6,0.4,0.9709505944546686,0,0,0,1,0,1,0,True
1000001 00010 110001,3,6.0,7,5,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,1,1,1,True
000 101 1110101 01000,4,4.5,7,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,0,2,0,1,0,1,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
11 0,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
101,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
010 1111 00111 00,4,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,1,1,1,0,0,True
011010 10 101 10101 0110010 01 000011,7,4.428571428571429,7,2,0.5161290322580645,0.4838709677419355,0.9992492479956565,0,2,1,0,1,2,1,False
0001001 001 10000 0,4,4.0,7,1,0.75,0.25,0.8112781244591328,1,0,1,0,1,0,1,False
1111 11100,2,4.5,5,4,0.2222222222222222,0.7777777777777778,0.7642045065086203,0,0,0,1,1,0,0,True
000 111 0011 01 00,5,2.8,4,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,2,2,1,0,0,0,False
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1 1011 111011 01000 010 0,6,3.3333333333333335,6,1,0.45,0.55,0.9927744539878083,2,0,1,1,1,1,0,False
11000,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
001111 001 1000010 01100 0010,5,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,1,1,1,1,False
001 101 01100 00,4,3.25,5,2,0.6153846153846154,0.38461538461538464,0.9612366047228759,0,1,2,0,1,0,0,True
010 01 100,3,2.6666666666666665,3,2,0.625,0.375,0.954434002924965,0,1,2,0,0,0,0,True
1011110,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
010110 0111,2,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,0,1,0,True
001 1 0000 00,4,2.5,4,1,0.8,0.2,0.7219280948873623,1,1,1,1,0,0,0,False
1000100 1000010,2,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,2,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
111 00111 011011 0,4,3.75,6,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,1,0,1,1,0,False
00010 00,2,3.5,5,2,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,1,0,0,1,0,0,True
1100100,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
0 010000 01111 110 00,5,3.4,6,1,0.5882352941176471,0.4117647058823529,0.9774178175281716,1,1,1,0,1,1,0,False
0100,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
111 1110,2,3.5,4,3,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,1,1,0,0,0,True
010110 10 000000 1010100 0101 0000,6,4.833333333333333,7,2,0.6896551724137931,0.3103448275862069,0.8935711016541907,0,1,0,2,0,2,1,False
11 1 1010000 01101 0,5,3.2,7,1,0.5,0.5,1.0,2,1,0,0,1,0,1,False
11 00000 1100 10100 0000011 01 0000,7,4.142857142857143,7,2,0.6896551724137931,0.3103448275862069,0.8935711016541907,0,2,0,2,2,0,1,False
0010 1100,2,4.0,4,4,0.625,0.375,0.954434002924965,0,0,0,2,0,0,0,True
1011 1000000 00001 0,4,4.25,7,1,0.7058823529411765,0.29411764705882354,0.8739810481273578,1,0,0,1,1,0,1,False
1010010 1001010,2,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,2,True
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
01 11001,2,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,0,True
10110 0110001,2,6.0,7,5,0.5,0.5,1.0,0,0,0,0,1,0,1,True
1001111 0 00111 1011000 0010 00,6,4.333333333333333,7,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,1,0,1,1,0,2,False
1111 001,2,3.5,4,3,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,1,1,0,0,0,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
1101000 11 000001 000 110001 100010 01,7,4.571428571428571,7,2,0.625,0.375,0.954434002924965,0,2,1,0,0,3,1,False
0110 01 11101,3,3.6666666666666665,5,2,0.36363636363636365,0.6363636363636364,0.9456603046006401,0,1,0,1,1,0,0,True
1 01110 111 110 00,5,2.8,5,1,0.35714285714285715,0.6428571428571429,0.9402859586706311,1,1,2,0,1,0,0,False
1 101 1010100,3,3.6666666666666665,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,0,1,0,0,0,1,True
1100 0,2,2.5,4,1,0.6,0.4,0.9709505944546686,1,0,0,1,0,0,0,True
011111,1,6.0,6,6,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,0,0,0,0,1,0,True
1000000 0,2,4.0,7,1,0.875,0.125,0.5435644431995964,1,0,0,0,0,0,1,True
11 01,2,2.0,2,2,0.25,0.75,0.8112781244591328,0,2,0,0,0,0,0,True
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
1 1000100 000 0101 01 0,6,3.0,7,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,2,1,1,1,0,0,1,False
1010,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
01 11 0001110 0011,4,3.75,7,2,0.4666666666666667,0.5333333333333333,0.9967916319816366,0,2,0,1,0,0,1,True
0101101 0011,2,5.5,7,4,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,1,0,0,1,True
1111 0000,2,4.0,4,4,0.5,0.5,1.0,0,0,0,2,0,0,0,True
0111110 1 000 1100101,4,4.5,7,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,0,1,0,0,0,2,True
00 100,2,2.5,3,2,0.8,0.2,0.7219280948873623,0,1,1,0,0,0,0,True
1001110 10001 0000111 01011 11100 100 00,7,4.857142857142857,7,2,0.5294117647058824,0.47058823529411764,0.9975025463691153,0,1,1,0,3,0,2,False
0001 1 000010,3,3.6666666666666665,6,1,0.7272727272727273,0.2727272727272727,0.8453509366224364,1,0,0,1,0,1,0,True
1001,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
01 01111 00,3,3.0,5,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,2,0,0,1,0,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
00 1000 0,3,2.3333333333333335,4,1,0.8571428571428571,0.14285714285714285,0.5916727785823275,1,1,0,1,0,0,0,False
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
00110 1010100,2,6.0,7,5,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,1,0,1,True
001 000111,2,4.5,6,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,0,1,0,0,1,0,True
1011 1 010110 0100100,4,4.5,7,1,0.5,0.5,1.0,1,0,0,1,0,1,1,True
1011110 01100 0,3,4.333333333333333,7,1,0.46153846153846156,0.5384615384615384,0.9957274520849255,1,0,0,0,1,0,1,True
100,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
0100010,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
1 001000,2,3.5,6,1,0.7142857142857143,0.2857142857142857,0.863120568566631,1,0,0,0,0,1,0,True
11 100100 10110 000 111 1111011 0,7,3.857142857142857,7,1,0.4074074074074074,0.5925925925925926,0.9751190649408661,1,1,2,0,1,1,1,False
1 10110 01011 100 00001 0,6,3.3333333333333335,5,1,0.55,0.45,0.9927744539878083,2,0,1,0,3,0,0,False
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
11 10 00000 011 00,5,2.8,5,2,0.6428571428571429,0.35714285714285715,0.9402859586706311,0,3,1,0,1,0,0,False
01 101,2,2.5,3,2,0.4,0.6,0.9709505944546686,0,1,1,0,0,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
00000 00,2,3.5,5,2,1.0,0.0,-0.0,0,1,0,0,1,0,0,False
1110010,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
001 00101 0001 001100 011 0110 00,7,3.857142857142857,6,2,0.6296296296296297,0.37037037037037035,0.9509560484549725,0,1,2,2,1,1,0,False
1111,1,4.0,4,4,0.0,1.0,-0.0,0,0,0,1,0,0,0,True
11 10010,2,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,0,True
111100 1001010,2,6.5,7,6,0.46153846153846156,0.5384615384615384,0.9957274520849255,0,0,0,0,0,1,1,True
10100 000 0010,3,4.0,5,3,0.75,0.25,0.8112781244591328,0,0,1,1,1,0,0,True
10 1000,2,3.0,4,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,1,0,0,0,True
100110 011110,2,6.0,6,6,0.4166666666666667,0.5833333333333334,0.9798687566511528,0,0,0,0,0,2,0,True
0110 1 0101,3,3.0,4,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,0,0,2,0,0,0,True
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
001 11100 100,3,3.6666666666666665,5,3,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,2,0,1,0,0,True
10 11111 111 010101 000011 0,6,3.8333333333333335,6,1,0.391304347826087,0.6086956521739131,0.9656361333706098,1,1,1,0,1,2,0,False
010 101101 110 100001,4,4.5,6,3,0.5,0.5,1.0,0,0,2,0,0,2,0,True
1 0111 1010110 1101001 00,5,4.2,7,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,1,0,1,0,0,2,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
010 01 1000101 0,4,3.25,7,1,0.6153846153846154,0.38461538461538464,0.9612366047228759,1,1,1,0,0,0,1,False
1011 11,2,3.0,4,2,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,1,0,1,0,0,0,True
0 000001 011 01000 0110110,5,4.4,7,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,1,0,1,1,1,False
10 1 1011011 0111 1101011 0011,6,4.166666666666667,7,1,0.32,0.68,0.9043814577244937,1,1,0,2,0,0,2,False
1001011 0010100 10100 100001 0000011 01011 0,7,5.428571428571429,7,1,0.6052631578947368,0.39473684210526316,0.9677884628267678,1,0,0,0,2,1,3,False
01 11 10,3,2.0,2,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,3,0,0,0,0,0,True
1 1011 011 010 01 10010 0,7,2.7142857142857144,5,1,0.47368421052631576,0.5263157894736842,0.9980008838722996,2,1,2,1,1,0,0,False
0111 000 0101010 110001 11101,5,5.0,7,3,0.48,0.52,0.9988455359952018,0,0,1,1,1,1,1,True
001 1 100111 00000 10011 110 00,7,3.5714285714285716,6,1,0.56,0.44,0.9895875212220556,1,1,2,0,2,1,0,False
1100,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
10 100101 0,3,3.0,6,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,1,0,0,0,1,0,False
1011110 10 01010,3,4.666666666666667,7,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,1,True
11010 0000010,2,6.0,7,5,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,1,0,1,True
01 10101 011 0,4,2.75,5,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,1,1,0,1,0,0,False
11 10 1011 010000 1110000 0111001,6,4.666666666666667,7,2,0.5,0.5,1.0,0,2,0,1,0,1,2,False
1 0 000 001011,4,2.75,6,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,2,0,1,0,0,1,0,False
1 011111 100 0010 0,5,3.0,6,1,0.4666666666666667,0.5333333333333333,0.9967916319816366,2,0,1,1,0,1,0,False
1 11001,2,3.0,5,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,0,0,1,0,0,True
001 110 00,3,2.6666666666666665,3,2,0.625,0.375,0.954434002924965,0,1,2,0,0,0,0,True
010110 1 10000 1110 0110,5,4.0,6,1,0.5,0.5,1.0,1,0,0,2,1,1,0,False
0101111 11 100001 0010,4,4.75,7,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,1,0,1,0,1,1,True
001 1 0101001 011000,4,4.25,7,1,0.5882352941176471,0.4117647058823529,0.9774178175281716,1,0,1,0,0,1,1,True
1 01100 0011,3,3.3333333333333335,5,1,0.5,0.5,1.0,1,0,0,1,1,0,0,True
1 101 10001 10110 01,5,3.2,5,1,0.4375,0.5625,0.9886994082884974,1,1,1,0,2,0,0,False
0100 10 1 1110,4,2.75,4,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,1,0,2,0,0,0,False
0000110 11 1,3,3.3333333333333335,7,1,0.5,0.5,1.0,1,1,0,0,0,0,1,False
1100 011,2,3.5,4,3,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,1,1,0,0,0,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
110000 0,2,3.5,6,1,0.7142857142857143,0.2857142857142857,0.863120568566631,1,0,0,0,0,1,0,True
001 1 1101011 0000101 0100 0000,6,4.333333333333333,7,1,0.6153846153846154,0.38461538461538464,0.9612366047228759,1,0,1,2,0,0,2,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
00000 000 11001 0,4,3.5,5,1,0.7857142857142857,0.21428571428571427,0.74959525725948,1,0,1,0,2,0,0,False
1 101 0,3,1.6666666666666667,3,1,0.4,0.6,0.9709505944546686,2,0,1,0,0,0,0,False
100110 0101 10010 0111100 0,5,4.6,7,1,0.5217391304347826,0.4782608695652174,0.9986359641585718,1,0,0,1,1,1,1,True
011010 110,2,4.5,6,3,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,0,1,0,0,1,0,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0111 01 00,3,2.6666666666666665,4,2,0.5,0.5,1.0,0,2,0,1,0,0,0,True
11000 01110 01 0101111 0,5,4.0,7,1,0.45,0.55,0.9927744539878083,1,1,0,0,2,0,1,False
100110,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
01000 11100 1010 1000000 0,5,4.4,7,1,0.6818181818181818,0.3181818181818182,0.9023932827949788,1,0,0,1,2,0,1,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0110,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
001001 1111 1010001 0,4,4.5,7,1,0.5,0.5,1.0,1,0,0,1,0,1,1,True
00100 00,2,3.5,5,2,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,1,0,0,1,0,0,True
0 001011,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
1 0101,2,2.5,4,1,0.4,0.6,0.9709505944546686,1,0,0,1,0,0,0,True
1 0000 0101110,3,4.0,7,1,0.5833333333333334,0.4166666666666667,0.9798687566511528,1,0,0,1,0,0,1,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
10 1 1101100 1101000 0,5,3.6,7,1,0.5,0.5,1.0,2,1,0,0,0,0,2,False
1101 01 011,3,3.0,4,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,1,1,1,0,0,0,True
10 0001 000 010 0000,5,3.2,4,2,0.8125,0.1875,0.6962122601251458,0,1,2,2,0,0,0,False
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
0000100 1001101 001 00010 0001001,5,5.8,7,3,0.6896551724137931,0.3103448275862069,0.8935711016541907,0,0,1,0,1,0,3,True
0100111,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
1000001 10,2,4.5,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,0,0,0,1,True
01 01010 110010 100100,4,4.75,6,2,0.5789473684210527,0.42105263157894735,0.9819407868640977,0,1,0,0,1,2,0,True
1 011011,2,3.5,6,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,0,0,0,0,1,0,True
010110 11 1 01001 01111 0000,6,3.8333333333333335,6,1,0.4782608695652174,0.5217391304347826,0.9986359641585718,1,1,0,1,2,1,0,False
111 101100 101,3,4.0,6,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,2,0,0,1,0,True
010 1000111,2,5.0,7,3,0.5,0.5,1.0,0,0,1,0,0,0,1,True
1000000,1,7.0,7,7,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,0,0,0,0,0,1,True
1000,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
001111 1 010 111 00001,5,3.6,6,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,0,2,0,1,1,0,False
0001000 1110 111 0010100 1100,5,5.0,7,3,0.56,0.44,0.9895875212220556,0,0,1,2,0,0,2,True
10 000101 011 0100 01 0,6,3.0,6,1,0.6111111111111112,0.3888888888888889,0.964078764808229,1,2,1,1,0,1,0,False
0001011,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
010 011 011100,3,4.0,6,3,0.5,0.5,1.0,0,0,2,0,0,1,0,True
001111,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
01 0010010,2,4.5,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,0,0,0,1,True
010 111101 0 100,4,3.25,6,1,0.46153846153846156,0.5384615384615384,0.9957274520849255,1,0,2,0,0,1,0,False
11011 110 000 001010,4,4.25,6,3,0.5294117647058824,0.47058823529411764,0.9975025463691153,0,0,2,0,1,1,0,True
111 111001 0111110 1010111,4,5.75,7,3,0.2608695652173913,0.7391304347826086,0.828055725379504,0,0,1,0,0,1,2,True
0111 1111111 00,3,4.333333333333333,7,2,0.23076923076923078,0.7692307692307693,0.7793498372920851,0,1,0,1,0,0,1,True
0101,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
01010,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
111111 0,2,3.5,6,1,0.14285714285714285,0.8571428571428571,0.5916727785823275,1,0,0,0,0,1,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
11001 1010100,2,6.0,7,5,0.5,0.5,1.0,0,0,0,0,1,0,1,True
000,1,3.0,3,3,1.0,0.0,-0.0,0,0,1,0,0,0,0,True
01 10 110 00,4,2.25,3,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,3,1,0,0,0,0,True
001 1 000 111 100010 01 0,7,2.7142857142857144,6,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,2,1,3,0,0,1,0,False
01110 111100 0000,3,5.0,6,4,0.5333333333333333,0.4666666666666667,0.9967916319816366,0,0,0,1,1,1,0,True
0101,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
0110 10000,2,4.5,5,4,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,1,1,0,0,True
010 0110 11 0111000,4,4.0,7,2,0.5,0.5,1.0,0,1,1,1,0,0,1,True
010 1 10100 100101,4,3.75,6,1,0.5333333333333333,0.4666666666666667,0.9967916319816366,1,0,1,0,1,1,0,False
1101 0111110 1110 0010110 10010,5,5.4,7,4,0.4074074074074074,0.5925925925925926,0.9751190649408661,0,0,0,2,1,0,2,True
0010,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
101010 0110011 111001,3,6.333333333333333,7,6,0.42105263157894735,0.5789473684210527,0.9819407868640977,0,0,0,0,0,2,1,True
1111010 101 00 111101 0,5,3.8,7,1,0.3684210526315789,0.631578947368421,0.9494520153879484,1,1,1,0,0,1,1,False
1100100 001,2,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,0,0,0,1,True
010110 010 100000 01110 101110 00001 0,7,4.571428571428571,6,1,0.59375,0.40625,0.9744894033980523,1,0,1,0,2,3,0,False
